coffee_id,Country_of_Origin,Farm_Name,Mill,Company,Altitude,Region,Producer,Number_of_Bags,Bag_Weight,In_Country_Partner,Harvest_Year,Owner,Variety,Status,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Overall,Defects,Total_Cup_Points,Moisture,Color,Category_One_Defects,Category_Two_Defects,Quakers,Certification_Body,parsed_expiration,parsed_grading_date
267,Colombia,NULL,NULL,federacion nacional de cafeteros,NULL,huila,NULL,275,2,Almacafé,2015,federacion nacional de cafeteros,NULL,,Washed / Wet,7.92,7.67,7.5,7.83,7.58,7.67,10,10,10,7.75,0,83.92,0,,0,0,0,Almacafé,2016-08-17,2015-08-18
268,Colombia,NULL,NULL,federacion nacional de cafeteros,NULL,huila,NULL,275,2,Almacafé,2014,federacion nacional de cafeteros,NULL,,Washed / Wet,7.83,7.75,7.58,7.58,7.75,7.75,10,10,10,7.67,0,83.92,0,None,1,1,0,Almacafé,2016-03-11,2015-03-12
21,United States,el rodeo,NULL,coffee quality institute,2019,antioquia,Nicolás Rueda Urrego,10,1,Almacafé,2014,cqi q coffee sample representative,Other,,Washed / Wet,8,8.25,8.08,8.5,8.25,8,10,10,10,8.17,0,87.25,0,None,0,0,0,Almacafé,2016-03-12,2015-03-13
16,United States,el águila,NULL,coffee quality institute,2080,antioquia,María Leticia Diosa,10,1,Almacafé,2014,cqi q coffee sample representative,Other,,Washed / Wet,8,8.5,8.58,8.17,8.17,8,10,10,10,8.17,0,87.58,0,,0,0,0,Almacafé,2016-03-12,2015-03-13
12,United States,el filo,NULL,coffee quality institute,1872,antioquia,Alfredo De Jesús López Pérez,10,1,Almacafé,2014,cqi q coffee sample representative,Other,,Washed / Wet,8.25,8.42,8.17,8.33,8.08,8.17,10,10,10,8.5,0,87.92,0,,0,0,0,Almacafé,2016-03-12,2015-03-13
13,United States,los cedros,NULL,coffee quality institute,1943,antioquia,Jorge Walter Restrepo,10,1,Almacafé,2014,cqi q coffee sample representative,Other,,Washed / Wet,8.08,8.67,8.33,8.42,8,8.08,10,10,10,8.33,0,87.92,0,,0,0,0,Almacafé,2016-03-12,2015-03-13
40,United States,la primavera,NULL,coffee quality institute,1941,antioquia,Hugo Sepúlveda Montoya,10,1,Almacafé,2014,cqi q coffee sample representative,Other,,Washed / Wet,7.67,8.17,8,8,8.17,8.08,10,10,10,8.08,0,86.17,0,,0,0,0,Almacafé,2016-03-12,2015-03-13
24,United States,la curva,NULL,coffee quality institute,2112,antioquia,Silvia Elena Higuita,10,1,Almacafé,2014,cqi q coffee sample representative,Other,,Washed / Wet,8.25,8.33,8.17,8.17,7.83,8.17,10,10,10,8.17,0,87.08,0,,0,0,0,Almacafé,2016-03-12,2015-03-13
344,Colombia,NULL,trilladora boananza,ecom cca sa,1600,cundinamarca,NULL,250,70,Almacafé,2014,compañia colombiana agroindustrial s.a,Caturra,,Natural / Dry,7.67,7.58,7.67,7.67,7.67,7.67,10,10,10,7.67,0,83.58,0,Green,0,0,0,Almacafé,2015-06-24,2014-06-24
249,Colombia,NULL,trilladora agricola,ecom cca sa,1450,santander,NULL,250,70,Almacafé,2014,compañia colombiana agroindustrial s.a,Caturra,,Natural / Dry,7.58,7.42,7.75,7.92,7.75,7.92,10,10,10,7.67,0,84,0.12,Green,0,0,0,Almacafé,2015-05-27,2014-05-27
387,Colombia,NULL,trilladora boananza,ecom cca sa,1813,huila,NULL,250,70,Almacafé,2014/2015,compañia colombiana agroindustrial s.a,Caturra,,Washed / Wet,7.58,7.58,7.25,7.75,7.75,8.58,9.33,10,10,7.58,0,83.42,0.12,Green,0,1,0,Almacafé,2015-10-15,2014-10-15
86,Colombia,NULL,trilladora boananza,ecom cca sa,1550,santander,NULL,250,70,Almacafé,2014,compañia colombiana agroindustrial s.a,Caturra,,Natural / Dry,7.58,8.08,7.92,7.83,8,7.92,10,10,10,7.92,0,85.25,0.12,Green,0,2,0,Almacafé,2015-01-17,2014-01-17
1056,Colombia,NULL,trilladora agricola,ecom cca sa,1550,santander,NULL,250,70,Almacafé,2014,compañia colombiana agroindustrial s.a,Caturra,,Natural / Dry,7.67,7.5,7.42,7.67,7.5,7.75,10,10,6.67,8.5,0,80.67,0,,0,1,0,Almacafé,2015-04-14,2014-04-14
427,Colombia,NULL,trilladora boananza,ecom cca sa,1483,eje cafetero,NULL,250,70,Almacafé,2014,compañia colombiana agroindustrial s.a,Caturra,,Natural / Dry,7.58,7.58,7.5,7.58,7.58,7.75,10,10,10,7.67,0,83.25,0,Green,0,0,0,Almacafé,2015-06-24,2014-06-24
271,Colombia,NULL,trilladora boananza,ecom cca sa,1550,santander,NULL,250,70,Almacafé,2014,compañia colombiana agroindustrial s.a,Caturra,,Natural / Dry,7.67,7.83,7.67,7.75,7.67,7.83,10,10,10,7.5,0,83.92,0.12,Green,0,3,0,Almacafé,2015-01-17,2014-01-17
364,Colombia,NULL,trilladora boananza,ecom cca sa,1650,cundinamarca,NULL,250,70,Almacafé,2014,compañia colombiana agroindustrial s.a,Caturra,,Washed / Wet,7.75,7.58,7.33,7.5,7.83,7.83,10,10,10,7.67,0,83.5,0,,2,0,0,Almacafé,2015-08-11,2014-08-11
151,Colombia,NULL,trilladora agricola,ecom cca sa,1550,santander,NULL,250,70,Almacafé,2013,compañia colombiana agroindustrial s.a,Caturra,,Washed / Wet,7.67,7.67,7.58,7.75,7.58,8.5,10,10,10,7.83,0,84.58,0,,0,0,0,Almacafé,2014-12-20,2013-12-20
345,Colombia,NULL,trilladora agricola,ecom cca sa,1550,santander,NULL,250,70,Almacafé,2014,compañia colombiana agroindustrial s.a,Caturra,,Washed / Wet,7.67,7.58,7.67,7.58,7.67,7.75,10,10,10,7.67,0,83.58,0.12,Green,0,1,0,Almacafé,2015-03-13,2014-03-13
346,Colombia,NULL,trilladora agricola,ecom cca sa,1550,santander,NULL,250,70,Almacafé,2014,compañia colombiana agroindustrial s.a,Caturra,,Washed / Wet,7.75,7.58,7.5,7.58,7.75,7.83,10,10,10,7.58,0,83.58,0,,0,0,0,Almacafé,2015-03-21,2014-03-21
137,Colombia,NULL,trilladora agricola,ecom cca sa,1550,santander,NULL,250,70,Almacafé,2013,compañia colombiana agroindustrial s.a,Caturra,,Washed / Wet,7.75,7.83,7.75,7.83,7.75,7.83,10,10,10,7.92,0,84.67,0,Green,0,0,0,Almacafé,2014-12-20,2013-12-20
371,Guatemala,santo tomas pachuj,"palinsa, beneficiado seco / santo tomas pachuj, beneficiado humedo",kanematsu corporation / rnp santo tomas pachuj,1524,atitlan,RNP SANTO TOMAS PACHUJ / KANEMATSU CORPORATION,275,69,Asociacion Nacional Del Café,2012,juan luis alvarado romero,Caturra,,Washed / Wet,7.83,7.5,7.5,8,7.67,7.5,10,10,10,7.5,0,83.5,0.1,Green,0,5,0,Asociacion Nacional Del Café,2013-04-30,2012-04-30
214,Guatemala,finca la joya,beneficio exportacafe agua santa,exportcafe,1117,huehuetenango,DARY COLMAN ALVARADO VILLATORO,275,69,Asociacion Nacional Del Café,2016,juan luis alvarado romero,Caturra,,Washed / Wet,7.75,7.75,7.58,8,7.67,7.83,10,10,10,7.58,0,84.17,0.11,Green,0,6,0,Asociacion Nacional Del Café,2017-06-23,2016-06-23
581,Guatemala,las merceditas,beneficio ixchel,"unex guatemala, s.a.",1700,san marcos,ANGEL DE LEON,50,69,Asociacion Nacional Del Café,2017,juan luis alvarado romero,Bourbon,,Washed / Wet,7.5,7.67,7.17,7.67,7.67,7.58,10,10,10,7.5,0,82.75,0.11,Green,0,4,0,Asociacion Nacional Del Café,2018-09-19,2017-09-19
434,Guatemala,agropecuaria quiagral,beneficio ixchel,"unex guatemala, s.a.",1311,oriente,AGROPECUARIA QUIAGRAL,250,1,Asociacion Nacional Del Café,2012,juan luis alvarado romero,Bourbon,,Washed / Wet,7.83,7.58,7.08,7.83,7.42,8.08,10,10,10,7.42,0,83.25,0.11,Green,0,9,0,Asociacion Nacional Del Café,2013-07-09,2012-07-09
1229,Guatemala,el sacramento,beneficio ixchel,"unex guatemala, s.a.",1311,oriente,LUIS RODRIGUEZ,250,1,Asociacion Nacional Del Café,2012,juan luis alvarado romero,Bourbon,,Washed / Wet,7.17,7.17,6.5,7.17,7,6.83,10,10,10,6.5,0,78.33,0.11,Green,1,4,0,Asociacion Nacional Del Café,2014-02-07,2013-02-07
150,Guatemala,el papaturro,beneficio ixchel,"unex guatemala, s.a.",1219,oriente,AMILCAR LAPOLA,250,69,Asociacion Nacional Del Café,2014,juan luis alvarado romero,Bourbon,,Washed / Wet,8,7.92,7.67,7.58,7.58,7.67,10,10,10,8.17,0,84.58,0.09,Green,0,0,0,Asociacion Nacional Del Café,2015-03-24,2014-03-24
860,Guatemala,las merceditas,beneficio ixchel,"unex guatemala, s.a.",1700,san marcos,ANGEL DE LEON,50,69,Asociacion Nacional Del Café,2017,juan luis alvarado romero,Bourbon,,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.33,10,10,10,7.33,0,81.75,0.11,Green,0,1,1,Asociacion Nacional Del Café,2018-06-22,2017-06-22
1004,Guatemala,el papaturro,beneficio ixchel,"unex guatemala, s.a.",1219,oriente,AMILCAR LAPOLA,250,69,Asociacion Nacional Del Café,2015,juan luis alvarado romero,Bourbon,,Washed / Wet,7.5,7.25,7,7.25,7.5,7.25,10,10,10,7.25,0,81,0.11,Green,0,1,0,Asociacion Nacional Del Café,2016-07-22,2015-07-23
1025,Guatemala,el morito,el morito,"armajaro guatemala, s. a.",1524,jalapa,ROBERTO MONTERROSO,250,69,Asociacion Nacional Del Café,2014,juan luis alvarado romero,Pacas,,Washed / Wet,7.58,7.42,6.92,7.5,7.25,7.17,10,10,10,7.08,0,80.92,0.12,Green,2,5,0,Asociacion Nacional Del Café,2015-06-10,2014-06-10
1187,Guatemala,chapultepec,beneficio ixchel,"unex guatemala, s.a.",1320,occidente,CHAPULTEPEC,250,69,Asociacion Nacional Del Café,2016,juan luis alvarado romero,Bourbon,,Washed / Wet,7.08,7,6.92,7.42,7,6.92,10,10,10,6.83,0,79.17,0.11,Green,0,6,8,Asociacion Nacional Del Café,2017-05-23,2016-05-23
548,Guatemala,finca medina,beneficio siembras vision (154),"siembras vision, s.a.",1500,antigua,"SIEMBRAS VISIÓN, S.A.",26,69,Asociacion Nacional Del Café,2014,juan luis alvarado romero,Caturra,,Natural / Dry,7.67,7.83,7.42,7.5,7.33,7.5,10,10,10,7.67,0,82.92,0.1,Green,0,2,0,Asociacion Nacional Del Café,2015-03-07,2014-03-07
289,Guatemala,finca el morito,beneficio ixchel,"unex guatemala, s.a.",1311,oriente,ROBERTO MONTERROSO,250,69,Asociacion Nacional Del Café,2013,juan luis alvarado romero,Bourbon,,Washed / Wet,7.5,7.83,7.5,7.83,7.83,7.67,10,10,10,7.67,0,83.83,0.11,Green,0,3,0,Asociacion Nacional Del Café,2014-04-26,2013-04-26
388,Guatemala,el papaturro,beneficio ixchel,"unex guatemala, s.a.",1219,oriente,AMILCAR LAPOLA,250,69,Asociacion Nacional Del Café,2013,juan luis alvarado romero,Bourbon,,Natural / Dry,7.75,7.83,7.33,7.83,7.5,7.67,10,10,10,7.5,0,83.42,0.1,Green,0,1,0,Asociacion Nacional Del Café,2015-08-21,2014-08-21
451,Guatemala,finca medina,beneficio siembras vision (154),"siembras vision, s.a.",1500,antigua,FINCA MEDINA,150,69,Asociacion Nacional Del Café,2015,juan luis alvarado romero,Bourbon,,Washed / Wet,7.5,7.75,7.5,7.83,7.58,7.5,10,10,10,7.5,0,83.17,0.11,Green,0,1,0,Asociacion Nacional Del Café,2016-10-28,2015-10-29
1057,Guatemala,santo tomas pachuj,humedo: finca santo tomas pachuj y seco: beneficio palinsa,"finca santo tomas pachuj, guatemala",1550,"san lucas toliman, solola","PACHUJ, S.A",250,69,Asociacion Nacional Del Café,2013,juan luis alvarado romero,Bourbon,,Washed / Wet,7.67,7.17,7,7.5,7,7,10,10,10,7.33,0,80.67,0.12,Green,0,5,0,Asociacion Nacional Del Café,2014-06-05,2013-06-05
84,Guatemala,la esperanza y anexos,beneficio ixchel,"unex guatemala, s.a.",NULL,oriente,MARGARITA AVILA DE NUYENS,250,69,Asociacion Nacional Del Café,2016,juan luis alvarado romero,Bourbon,,NULL,8,7.92,7.75,8,7.92,7.83,10,10,10,7.83,0,85.25,0.1,Green,0,2,2,Asociacion Nacional Del Café,2017-04-27,2016-04-27
165,Guatemala,el sacramento,beneficio ixchel,"unex guatemala, s.a.",1311,oriente,LUIS RODRIGUEZ,250,69,Asociacion Nacional Del Café,2013,juan luis alvarado romero,Bourbon,,Washed / Wet,8.17,7.83,7.67,7.83,7.67,7.83,10,10,10,7.5,0,84.5,0.11,Green,0,2,0,Asociacion Nacional Del Café,2014-02-26,2013-02-26
334,Guatemala,finca medina,beneficio 2000,"siembras vision, s.a.",1524,"sacatepequez, guatemala","SIEMBRAS VISION, S.A",250,69,Asociacion Nacional Del Café,2012,juan luis alvarado romero,Caturra,,Washed / Wet,7.67,7.5,7.33,8,7.67,7.67,10,10,10,7.83,0,83.67,0.1,Green,0,0,0,Asociacion Nacional Del Café,2013-04-30,2012-04-30
1176,Guatemala,various,las americas,outspan guatemala s.a.,1219,oriente,VARIOS,275,69,Asociacion Nacional Del Café,2014,juan luis alvarado romero,Other,,Washed / Wet,7.25,7.33,6.83,7,7,7.17,10,10,10,6.83,0,79.42,0.1,Green,1,4,0,Asociacion Nacional Del Café,2015-03-31,2014-03-31
377,Guatemala,piamonte,beneficio ixchel,"unex guatemala, s.a.",1700,san marcos,JORGE LEAL,50,69,Asociacion Nacional Del Café,2017,juan luis alvarado romero,Bourbon,,Washed / Wet,7.67,7.75,7.5,7.58,7.58,7.67,10,10,10,7.67,0,83.42,0.1,Green,0,3,0,Asociacion Nacional Del Café,2018-08-23,2017-08-23
230,Guatemala,el limon,beneficio serben,unicafe,NULL,guatemala,WILLIAM ESTUARDO MARTINEZ PACHECO,275,1,Asociacion Nacional Del Café,2012,juan luis alvarado romero,Catuai,,Natural / Dry,7.83,7.5,7.5,8,7.83,7.83,10,10,10,7.67,0,84.17,0.11,Bluish-Green,0,2,0,Asociacion Nacional Del Café,2013-03-26,2012-03-26
561,Guatemala,piamonte,beneficio ixchel,"unex guatemala, s.a.",1700,san marcos,JORGE LEAL,50,69,Asociacion Nacional Del Café,2017,juan luis alvarado romero,Bourbon,,Washed / Wet,7.5,7.58,7.33,7.67,7.58,7.58,10,10,10,7.58,0,82.83,0.11,Green,1,2,1,Asociacion Nacional Del Café,2018-06-22,2017-06-22
854,Guatemala,el sacramento,beneficio ixchel,"unex guatemala, s.a.",1311,oriente,LUIS RODRIGUEZ,250,69,Asociacion Nacional Del Café,2013,juan luis alvarado romero,Bourbon,,Washed / Wet,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10,9.33,7.5,0,81.83,0.11,Green,0,1,0,Asociacion Nacional Del Café,2014-02-26,2013-02-26
389,Guatemala,finca medina,beneficio siembras vision (154),"siembras vision, s.a.",1500,antigua,"SIEMBRAS VISIÓN, S.A.",250,69,Asociacion Nacional Del Café,2014,juan luis alvarado romero,Caturra,,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.5,10,10,10,7.58,0,83.42,0.1,Green,0,2,0,Asociacion Nacional Del Café,2015-02-18,2014-02-18
1188,Guatemala,el chile,la conquista,mercon guatemala s.a.,1550,nuevo oriente,OVIDIO CARDONA,275,69,Asociacion Nacional Del Café,2015,juan luis alvarado romero,Catuai,,Washed / Wet,7.25,7.17,6.75,7.25,7,6.92,10,10,10,6.83,0,79.17,0.11,Green,0,6,0,Asociacion Nacional Del Café,2016-06-29,2015-06-30
718,Guatemala,el morito,el morito,"armajaro guatemala, s. a.",1524,jalapa,ROBERTO MONTERROSO,250,69,Asociacion Nacional Del Café,2014,juan luis alvarado romero,Pacas,,Washed / Wet,7.58,7.67,7.5,7.58,7.75,7.5,9.33,10,10,7.42,0,82.33,0.12,Green,0,3,0,Asociacion Nacional Del Café,2015-06-10,2014-06-10
1113,Guatemala,agropecuaria quiagral,beneficio ixchel,"unex guatemala, s.a.",1311,oriente,AGROPECUARIA QUIAGRAL,250,1,Asociacion Nacional Del Café,2012,juan luis alvarado romero,Bourbon,,Washed / Wet,7.33,7.33,7,7.33,7,7,10,10,10,7.17,0,80.17,0.11,Green,0,5,0,Asociacion Nacional Del Café,2013-05-24,2012-05-24
278,Guatemala,finca medina,beneficio siembras vision (154),"siembras vision, s.a.",1500,antigua,FINCA MEDINA,100,69,Asociacion Nacional Del Café,2016,juan luis alvarado romero,Bourbon,,Washed / Wet,7.75,7.75,7.5,7.75,7.83,7.58,10,10,10,7.67,0,83.83,0.11,Green,0,6,7,Asociacion Nacional Del Café,2017-05-23,2016-05-23
817,Guatemala,las delicias,beneficio ixchel,"unex guatemala, s.a.",1219,santa rosa,OTTO BECKER,50,69,Asociacion Nacional Del Café,2017,juan luis alvarado romero,Bourbon,,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.42,10,10,10,7.42,0,81.92,0.11,Green,0,0,2,Asociacion Nacional Del Café,2018-06-22,2017-06-22
676,Guatemala,piamonte,beneficio ixchel,"unex guatemala, s.a.",1700,san marcos,JORGE LEAL,50,69,Asociacion Nacional Del Café,2017,juan luis alvarado romero,Bourbon,,Washed / Wet,7.58,7.5,7.33,7.75,7.33,7.5,10,10,10,7.42,0,82.42,0.1,Green,0,2,1,Asociacion Nacional Del Café,2018-09-08,2017-09-08
411,Guatemala,el sacramento,beneficio ixchel,"unex guatemala, s.a.",1311,oriente,LUIS RODRIGUEZ,250,69,Asociacion Nacional Del Café,2013,juan luis alvarado romero,Bourbon,,Washed / Wet,7.83,7.67,7.17,7.67,7.67,7.67,10,10,10,7.67,0,83.33,0.11,Green,0,3,0,Asociacion Nacional Del Café,2014-02-26,2013-02-26
1141,Guatemala,piamonte,beneficio ixchel,"unex guatemala, s.a.",1700,san marcos,JORGE LEAL,50,69,Asociacion Nacional Del Café,2017,juan luis alvarado romero,Bourbon,,Washed / Wet,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10,10,7.08,0,79.83,0.1,Green,0,2,0,Asociacion Nacional Del Café,2018-08-22,2017-08-22
196,Guatemala,finca san vicente,beneficio exportacafe agua santa,exportcafe,1099,huehuetenango,HORACIO CIFUENTES MARTINEZ,275,69,Asociacion Nacional Del Café,2015,juan luis alvarado romero,Caturra,,Washed / Wet,7.75,7.92,7.5,8.08,7.58,7.67,10,10,10,7.75,0,84.25,0.1,Green,0,1,0,Asociacion Nacional Del Café,2017-04-06,2016-04-06
1217,Guatemala,various,las americas,outspan guatemala s.a.,1219,oriente,VARIOS,250,69,Asociacion Nacional Del Café,2014,juan luis alvarado romero,Other,,Washed / Wet,7.33,7.17,6.92,7.58,7.25,7.17,8.67,9.33,10,7.17,0,78.58,0.12,Green,0,3,0,Asociacion Nacional Del Café,2015-09-04,2014-09-04
1040,Guatemala,finca los cerros y anexos,beneficio exportacafe agua santa,exportcafe,1661,huehuetenango,OTTONIEL VILLATORO LOPEZ,275,69,Asociacion Nacional Del Café,2015,juan luis alvarado romero,Caturra,,Washed / Wet,7.5,7.33,7,7.42,7.17,7.17,10,10,10,7.17,0,80.75,0.12,Green,0,1,0,Asociacion Nacional Del Café,2016-06-17,2015-06-18
727,Guatemala,finca el morito,beneficio el morito,finca el morito,1753,jalapa,"CAFE MOLINO MONTERROSO P,J. ROBERTO",275,69,Asociacion Nacional Del Café,2012,juan luis alvarado romero,Bourbon,,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,10,10,10,7.33,0,82.33,0.11,Green,0,3,0,Asociacion Nacional Del Café,2013-10-05,2012-10-05
730,Guatemala,agropecuaria quiagral,beneficio ixchel,"unex guatemala, s.a.",1311,oriente,AGROPECUARIA QUIAGRAL,250,1,Asociacion Nacional Del Café,2012,juan luis alvarado romero,Bourbon,,Washed / Wet,7.5,7.67,7.33,7.5,7.33,7.5,10,10,10,7.5,0,82.33,0.1,Green,2,5,0,Asociacion Nacional Del Café,2013-05-23,2012-05-23
195,Guatemala,finca medina,beneficio siembras vision (154),"siembras vision, s.a.",1500,antigua,FINCA MEDINA,230,69,Asociacion Nacional Del Café,2016,juan luis alvarado romero,Caturra,,Washed / Wet,7.75,7.75,7.58,7.92,7.75,7.75,10,10,10,7.75,0,84.25,0.11,Green,0,4,4,Asociacion Nacional Del Café,2017-05-23,2016-05-23
1284,Guatemala,conquista / morito,beneficio ixchel,"unex guatemala, s.a.",NULL,oriente,Conquista / Morito,250,1,Asociacion Nacional Del Café,2012,juan luis alvarado romero,Bourbon,,Washed / Wet,6.75,6.5,6.17,7,7.25,6.75,8,10,10,6.33,0,74.75,0.11,,0,8,0,Asociacion Nacional Del Café,2013-01-08,2012-01-09
331,Guatemala,agropecuaria quiagral,beneficio ixchel,"unex guatemala, s.a.",1311,oriente,AGROPECUARIA QUIAGRAL,250,1,Asociacion Nacional Del Café,2012,juan luis alvarado romero,Bourbon,,Washed / Wet,7.67,8.17,7.5,7.42,7.58,7.83,10,10,10,7.5,0,83.67,0.11,Green,0,13,0,Asociacion Nacional Del Café,2013-07-09,2012-07-09
1175,Guatemala,el papaturro,beneficio ixchel,"unex guatemala, s.a.",1219,oriente,AMILCAR LAPOLA,250,69,Asociacion Nacional Del Café,2013,juan luis alvarado romero,Bourbon,,Washed / Wet,7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.42,0,79.42,0.1,Green,0,2,0,Asociacion Nacional Del Café,2015-05-13,2014-05-13
149,Guatemala,el morito,el morito,"armajaro guatemala, s. a.",1524,jalapa,ROBERTO MONTERROSO,250,69,Asociacion Nacional Del Café,2014,juan luis alvarado romero,Pacas,,Washed / Wet,7.75,7.83,7.67,7.92,7.75,7.83,10,10,10,7.83,0,84.58,0.11,Green,0,1,0,Asociacion Nacional Del Café,2015-05-29,2014-05-29
247,Guatemala,el papaturro,beneficio ixchel,"unex guatemala, s.a.",1219,oriente,AMILCAR LAPOLA,250,69,Asociacion Nacional Del Café,2014,juan luis alvarado romero,Bourbon,,Other,7.75,7.83,7.5,7.83,7.58,7.67,10,10,10,7.83,0,84,0.1,Green,0,0,0,Asociacion Nacional Del Café,2015-06-27,2014-06-27
570,Guatemala,finca medina,beneficio siembras vision (154),"siembras vision, s.a.",1500,antigua,"SIEMBRAS VISIÓN, S.A.",250,69,Asociacion Nacional Del Café,2014,juan luis alvarado romero,Bourbon,,Washed / Wet,7.67,7.67,7.75,7.67,7.42,7.17,10,10,10,7.5,0,82.83,0.1,Green,0,4,0,Asociacion Nacional Del Café,2015-03-24,2014-03-24
812,Guatemala,el faro,NULL,"elfasa, s.a.",NULL,san marcos,PAUL STAUDER,250,1,Asociacion Nacional Del Café,2012,juan luis alvarado romero,Bourbon,,Natural / Dry,7.33,7.33,7.33,7.5,7.67,7.67,10,10,10,7.17,0,82,0.11,Green,0,3,0,Asociacion Nacional Del Café,2013-03-26,2012-03-26
169,Guatemala,nueva granada,beneficio nueva granada,"transcafe, s.a",NULL,"el tumbador, san marcos","AGRICOLA NUEVA GRANADA, S.A",250,69,Asociacion Nacional Del Café,2012,juan luis alvarado romero,Bourbon,,Washed / Wet,7.67,8,7.67,8,7.5,7.83,10,10,10,7.83,0,84.5,0.11,Green,0,2,0,Asociacion Nacional Del Café,2013-02-15,2012-02-16
911,Guatemala,las delicias,beneficio ixchel,"unex guatemala, s.a.",1219,santa rosa,OTTO BECKER,50,69,Asociacion Nacional Del Café,2017,juan luis alvarado romero,Bourbon,,Washed / Wet,7.67,7.58,7.17,7.42,7.33,7.42,9.33,10,10,7.58,0,81.5,0.1,Green,0,0,0,Asociacion Nacional Del Café,2018-08-23,2017-08-23
1145,Guatemala,la esperanza,beneficio ixchel,"unex guatemala, s.a.",1901.64,oriente,"AGRICOLA EL PILAR, S.A.",25,69,Asociacion Nacional Del Café,2016,juan luis alvarado romero,Bourbon,,Washed / Wet,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.25,0,79.75,0.1,Green,0,1,4,Asociacion Nacional Del Café,2018-06-22,2017-06-22
634,Guatemala,la esmeralda,beneficio ixchel,"unex guatemala, s.a.",1219,oriente,JESUS RAMIREZ,25,69,Asociacion Nacional Del Café,2017,juan luis alvarado romero,Bourbon,,Washed / Wet,7.5,7.42,7.42,7.75,7.5,7.5,10,10,10,7.5,0,82.58,0.1,Green,0,2,1,Asociacion Nacional Del Café,2018-09-08,2017-09-08
215,Guatemala,santo tomas pachuj,beneficio palinsa,cafcom,1565,solola,FERNANDO FAHSEN,377,69,Asociacion Nacional Del Café,2016,juan luis alvarado romero,Caturra,,Washed / Wet,7.75,7.92,7.58,7.92,7.67,7.67,10,10,10,7.67,0,84.17,0.1,Green,0,10,1,Asociacion Nacional Del Café,2017-06-01,2016-06-01
747,Guatemala,finca medina,finca medina,"siembras vision, s.a. / ing. jorge bolaños",1391,antigua,"SIEMBRAS VISION, S.A.",275,69,Asociacion Nacional Del Café,2012,juan luis alvarado romero,Bourbon,,Washed / Wet,7.5,7.5,7.33,7.58,7.67,7.33,10,10,10,7.33,0,82.25,0.11,Green,0,2,0,Asociacion Nacional Del Café,2013-09-19,2012-09-19
1276,Guatemala,conquista / morito,beneficio ixchel,"unex guatemala, s.a.",NULL,oriente,Conquista / Morito,250,1,Asociacion Nacional Del Café,2012,juan luis alvarado romero,Bourbon,,Washed / Wet,6.67,6.5,6.33,7,7.17,6.75,8.67,10,10,6.5,0,75.58,0.12,,0,10,0,Asociacion Nacional Del Café,2013-01-05,2012-01-06
821,Guatemala,las cebollas y anexos,la conquista,asociación nacional del café - anacafe -,1550,nuevo oriente,OVIDIO CARDONA,275,69,Asociacion Nacional Del Café,2015,juan luis alvarado romero,Catuai,,Washed / Wet,7.58,7.58,7.17,7.83,7.17,7.33,10,10,10,7.25,0,81.92,0.11,Green,0,7,0,Asociacion Nacional Del Café,2016-04-19,2015-04-20
547,Guatemala,finca medina,beneficio siembras vision (154),"siembras vision, s.a.",1500,antigua,"SIEMBRAS VISION, S.A.",250,69,Asociacion Nacional Del Café,2014,juan luis alvarado romero,Bourbon,,Washed / Wet,7.75,7.5,7.42,7.58,7.67,7.5,10,10,10,7.5,0,82.92,0.1,Green,0,1,0,Asociacion Nacional Del Café,2015-04-03,2014-04-03
838,Guatemala,chapultepec,beneficio ixchel,"unex guatemala, s.a.",1000,norte,CHAPULTEPEC,130,69,Asociacion Nacional Del Café,2015,juan luis alvarado romero,Bourbon,,Washed / Wet,7.58,7.5,7.33,7.42,7.58,7.25,10,10,10,7.17,0,81.83,0.1,Green,2,6,0,Asociacion Nacional Del Café,2017-08-02,2016-08-02
328,Guatemala,el sacramento,beneficio ixchel,"unex guatemala, s.a.",1311,oriente,LUIS RODRIGUEZ,250,69,Asociacion Nacional Del Café,2013,juan luis alvarado romero,Bourbon,,Washed / Wet,7.83,7.67,7.33,7.67,7.67,7.83,10,10,10,7.67,0,83.67,0.11,Green,0,2,0,Asociacion Nacional Del Café,2014-02-26,2013-02-26
1059,Guatemala,chiquimulja / alpha cafe / senfro,beneficio ixchel,"unex guatemala, s.a.",NULL,oriente,CHIQUIMULJA / ALPHA CAFE / SENFRO,250,1,Asociacion Nacional Del Café,2012,juan luis alvarado romero,Bourbon,,Washed / Wet,7,7.5,7.33,7.17,7.17,7.17,10,10,10,7.33,0,80.67,0.11,Green,0,3,0,Asociacion Nacional Del Café,2013-01-24,2012-01-25
